Sentence #,Word,POS,Tag
Sentence: 633,لە,NN,O
Sentence: 633,هاوپەیمانیى,JJ,O
Sentence: 633,سەروەریى,JJ,O
Sentence: 633,سوننەکانە,NN,O
Sentence: 633,.,.,O
Sentence: 634,هەروەها,NN,O
Sentence: 634,سالم,NN,B-PER
Sentence: 634,تەمیمى,JJ,I-PER
Sentence: 634,لە,NN,O
Sentence: 634,هاوپەیمانیی,JJ,B-ORG
Sentence: 634,ئیستیحقاقی,JJ,I-ORG
Sentence: 634,دیالە,NN,I-ORG
Sentence: 634,کە,NN,O
Sentence: 634,شیعەیە,NN,O
Sentence: 634,،,NN,O
Sentence: 634,وەک,NN,O
Sentence: 634,جێگرى,JJ,O
Sentence: 634,سەرۆکی,JJ,O
Sentence: 634,ئەنجوومەن,NN,O
Sentence: 634,هەڵبژێردرا,NN,O
Sentence: 634,.,.,O
Sentence: 635,هەریەک,NN,O
Sentence: 635,لە,NN,O
Sentence: 635,مستەفا,NN,B-PER
Sentence: 635,تالیب,NN,I-PER
Sentence: 635,،,NN,O
Sentence: 635,بە,NN,O
Sentence: 635,جێگرى,JJ,O
Sentence: 635,یەکەم,NN,O
Sentence: 635,و,NN,O
Sentence: 635,غازى,JJ,B-PER
Sentence: 635,فەیسەڵیش,NN,I-PER
Sentence: 635,بە,NN,O
Sentence: 635,جێگرى,JJ,O
Sentence: 635,دووەمى,JJ,O
Sentence: 635,پارێزگار,NN,O
Sentence: 635,هەڵبژێردران,NNS,O
Sentence: 635,.,.,O
Sentence: 636,ئەوس,NN,B-PER
Sentence: 636,مەهداوى,JJ,I-PER
Sentence: 636,گوتی,JJ,O
Sentence: 636,،,NN,O
Sentence: 636,هەردوو,NN,O
Sentence: 636,جێگرەکەى,JJ,O
Sentence: 636,پارێزگار,NN,O
Sentence: 636,لە,NN,O
Sentence: 636,پێکهاتەى,JJ,O
Sentence: 636,سوننەن,NN,O
Sentence: 636,،,NN,O
Sentence: 636,لە,NN,O
Sentence: 636,کۆى,JJ,O
Sentence: 636,١٥,NN,O
Sentence: 636,ئەندامەکەى,JJ,O
Sentence: 636,ئەنجوومەن,NN,O
Sentence: 636,١٣,NN,O
Sentence: 636,ئەندام,NN,O
Sentence: 636,ئامادەى,JJ,O
Sentence: 636,کۆبوونەوەکە,NN,O
Sentence: 636,بوون,NN,O
Sentence: 636,تەنیا,NN,O
Sentence: 636,موسەننا,NN,B-PER
Sentence: 636,تەمیمى,JJ,I-PER
Sentence: 636,و,NN,O
Sentence: 636,رەعد,NN,B-PER
Sentence: 636,تەمیمى,JJ,I-PER
Sentence: 636,کە,NN,O
Sentence: 636,سەر,NN,O
Sentence: 636,بە,NN,O
Sentence: 636,رێکخراوى,JJ,O
Sentence: 636,بەدرن,NN,O
Sentence: 636,،,NN,O
Sentence: 636,بەشدار,NN,O
Sentence: 636,نەبوون,NN,O
Sentence: 636,.,.,O
Sentence: 637,موسەننا,NN,B-PER
Sentence: 637,تەمیمى,JJ,I-PER
Sentence: 637,،,NN,O
Sentence: 637,پارێزگارى,JJ,O
Sentence: 637,پێشووە,NN,O
Sentence: 637,کە,NN,O
Sentence: 637,ئێستا,NN,O
Sentence: 637,لە,NN,O
Sentence: 637,فراکسیۆنى,JJ,B-ORG
Sentence: 637,دیالەتونا,NN,I-ORG
Sentence: 637,ئەندامى,JJ,O
Sentence: 637,ئەنجوومەنە,NN,O
Sentence: 637,و,NN,O
Sentence: 637,بەربژێر,NN,O
Sentence: 637,بوو,NN,O
Sentence: 637,بۆ,NN,O
Sentence: 637,وەرگرتنەوەى,JJ,O
Sentence: 637,پۆستى,JJ,O
Sentence: 637,پارێزگار,NN,O
Sentence: 637,،,NN,O
Sentence: 637,لەبارەى,JJ,O
Sentence: 637,بەشدارینەکردنى,JJ,O
Sentence: 637,لەو,NN,O
Sentence: 637,کۆبوونەوەیە,NN,O
Sentence: 637,لە,NN,O
Sentence: 637,فەیسبووک,NN,O
Sentence: 637,نووسیوویەتی,JJ,O
Sentence: 637,:,NN,O
Sentence: 637,وەک,NN,O
Sentence: 637,جێبەجێکردنى,JJ,O
Sentence: 637,داواکاریى,JJ,O
Sentence: 637,هاووڵاتییانى,JJ,O
Sentence: 637,دیالە,NN,B-LOC
Sentence: 637,و,NN,O
Sentence: 637,هۆزى,JJ,B-ORG
Sentence: 637,تەمیمى,JJ,I-ORG
Sentence: 637,و,NN,O
Sentence: 637,دەنگدەرانى,JJ,O
Sentence: 637,،,NN,O
Sentence: 637,بەشداریم,NN,O
Sentence: 637,لە,NN,O
Sentence: 637,کۆبوونەوەى,JJ,O
Sentence: 637,ئەنجوومەنى,JJ,O
Sentence: 637,پارێزگا,NN,O
Sentence: 637,نەکرد,NN,O
Sentence: 637,.,.,O
Sentence: 638,لە,NN,O
Sentence: 638,کاتی,JJ,O
Sentence: 638,کۆبوونەوەى,JJ,O
Sentence: 638,ئەنجوومەنی,JJ,B-ORG
Sentence: 638,پارێزگای,JJ,I-ORG
Sentence: 638,دیالە,NN,I-ORG
Sentence: 638,لە,NN,O
Sentence: 638,بەغدا,NN,B-LOC
Sentence: 638,،,NN,O
Sentence: 638,بەشێک,NN,O
Sentence: 638,لە,NN,O
Sentence: 638,دانیشتووانی,JJ,O
Sentence: 638,دیالە,NN,B-LOC
Sentence: 638,کە,NN,O
Sentence: 638,سەر,NN,O
Sentence: 638,بە,NN,O
Sentence: 638,هۆزى,JJ,B-ORG
Sentence: 638,تەمیم,NN,I-ORG
Sentence: 638,بوون,NN,O
Sentence: 638,لە,NN,O
Sentence: 638,بەردەم,NN,O
Sentence: 638,بارەگاى,JJ,O
Sentence: 638,ئەنجوومەن,NN,O
Sentence: 638,لە,NN,O
Sentence: 638,شارى,JJ,O
Sentence: 638,بەعقوبەى,JJ,O
Sentence: 638,ناوەندى,JJ,O
Sentence: 638,پارێزگاکە,NN,O
Sentence: 638,،,NN,O
Sentence: 638,خۆپێشاندانیان,NNS,O
Sentence: 638,کرد,NN,O
Sentence: 638,و,NN,O
Sentence: 638,داوایان,NNS,O
Sentence: 638,دەکرد,NN,O
Sentence: 638,پارێزگار,NN,O
Sentence: 638,لە,NN,O
Sentence: 638,هۆزەکەیان,NNS,O
Sentence: 638,بێت,NN,O
Sentence: 638,.,.,O
Sentence: 639,ئەوس,NN,B-PER
Sentence: 639,مەهداوى,JJ,I-PER
Sentence: 639,گوتى,JJ,O
Sentence: 639,:,NN,O
Sentence: 639,پارێزگار,NN,O
Sentence: 639,شەممەرییە,NN,O
Sentence: 639,،,NN,O
Sentence: 639,بەڵام,NN,O
Sentence: 639,چەند,NN,O
Sentence: 639,پۆستێکى,JJ,O
Sentence: 639,دیکە,NN,O
Sentence: 639,لەوانە,NN,O
Sentence: 639,جێگرى,JJ,O
Sentence: 639,سەرۆکى,JJ,O
Sentence: 639,ئەنجوومەن,NN,O
Sentence: 639,سەر,NN,O
Sentence: 639,بە,NN,O
Sentence: 639,هۆزى,JJ,O
Sentence: 639,تەمیمییە,NN,O
Sentence: 639,.,.,O
Sentence: 640,لە,NN,O
Sentence: 640,پارێزگای,JJ,B-LOC
Sentence: 640,روهای,JJ,I-LOC
Sentence: 640,باکووری,JJ,I-LOC
Sentence: 640,کوردستان,NNS,I-LOC
Sentence: 640,لە,NN,O
Sentence: 640,رووداوێکی,JJ,O
Sentence: 640,هاتووچۆدا,NN,O
Sentence: 640,پێنج,NN,O
Sentence: 640,منداڵ,NN,O
Sentence: 640,گیانیان,NNS,O
Sentence: 640,لەدەستدا,NN,O
Sentence: 640,و,NN,O
Sentence: 640,سێ,NN,O
Sentence: 640,کەسیش,NN,O
Sentence: 640,بریندار,NN,O
Sentence: 640,بوون,NN,O
Sentence: 640,کە,NN,O
Sentence: 640,سەرجەمیان,NNS,O
Sentence: 640,ئەندامی,JJ,O
Sentence: 640,یەک,NN,O
Sentence: 640,بنەماڵەن,NN,O
Sentence: 640,.,.,O
Sentence: 641,رووداوەکە,NN,O
Sentence: 641,کاژێر,NN,O
Sentence: 641,٢١,NN,O
Sentence: 641,:,NN,O
Sentence: 641,٣٠,NN,O
Sentence: 641,خولەکی,JJ,O
Sentence: 641,شەوی,JJ,B-DATE
Sentence: 641,پێنجشەممە,NN,I-DATE
Sentence: 641,،,NN,O
Sentence: 641,١ـی,JJ,B-DATE
Sentence: 641,ئاب,NN,I-DATE
Sentence: 641,لە,NN,O
Sentence: 641,نزیک,NN,O
Sentence: 641,باخی,JJ,B-LOC
Sentence: 641,ئەیوبییە,NN,I-LOC
Sentence: 641,لە,NN,O
Sentence: 641,ناوەندی,JJ,O
Sentence: 641,شاری,JJ,B-LOC
Sentence: 641,روها,NN,I-LOC
Sentence: 641,روویدا,NN,O
Sentence: 641,.,.,O
Sentence: 642,ئۆتۆمبێلێک,NN,O
Sentence: 642,لە,NN,O
Sentence: 642,کۆنترۆڵ,NN,O
Sentence: 642,دەرچوو,NN,O
Sentence: 642,و,NN,O
Sentence: 642,خۆی,JJ,O
Sentence: 642,بەو,NN,O
Sentence: 642,خەڵکەی,JJ,O
Sentence: 642,لەسەر,NN,O
Sentence: 642,شۆستەکە,NN,O
Sentence: 642,دا,NN,O
Sentence: 642,بوون,NN,O
Sentence: 642,کێشا,NN,O
Sentence: 642,و,NN,O
Sentence: 642,دواتر,NN,O
Sentence: 642,خۆی,JJ,O
Sentence: 642,بە,NN,O
Sentence: 642,دوو,NN,O
Sentence: 642,ئۆتۆمبێلی,JJ,O
Sentence: 642,دیکەدا,NN,O
Sentence: 642,کێشا,NN,O
Sentence: 642,.,.,O
Sentence: 643,حەسەن,NN,B-PER
Sentence: 643,شڵداک,NN,I-PER
Sentence: 643,،,NN,O
Sentence: 643,پارێزگاری,JJ,O
Sentence: 643,روها,NN,B-LOC
Sentence: 643,رایگەیاند,NN,O
Sentence: 643,،,NN,O
Sentence: 643,دوو,NN,O
Sentence: 643,منداڵ,NN,O
Sentence: 643,لە,NN,O
Sentence: 643,شوێنی,JJ,O
Sentence: 643,رووداوەکە,NN,O
Sentence: 643,گیانیان,NNS,O
Sentence: 643,لەدەستداوە,NN,O
Sentence: 643,و,NN,O
Sentence: 643,شەش,NN,O
Sentence: 643,برینداریش,NN,O
Sentence: 643,گەیێندراونەتە,NN,O
Sentence: 643,نەخۆشخانە,NN,O
Sentence: 643,،,NN,O
Sentence: 643,بەڵام,NN,O
Sentence: 643,سەرەڕای,JJ,O
Sentence: 643,هەوڵی,JJ,O
Sentence: 643,پزیشکەکان,NNS,O
Sentence: 643,،,NN,O
Sentence: 643,سێ,NN,O
Sentence: 643,منداڵی,JJ,O
Sentence: 643,دیکە,NN,O
Sentence: 643,لە,NN,O
Sentence: 643,نەخۆشخانە,NN,O
Sentence: 643,گیانیان,NNS,O
Sentence: 643,لەدەستداوە,NN,O
Sentence: 643,.,.,O
Sentence: 644,چارەسەری,JJ,O
Sentence: 644,سێ,NN,O
Sentence: 644,بریندار,NN,O
Sentence: 644,لە,NN,O
Sentence: 644,نەخۆشخانە,NN,O
Sentence: 644,بەردەوامە,NN,O
Sentence: 644,؛,NN,O
Sentence: 644,یەکێکیان,NNS,O
Sentence: 644,منداڵێكی,JJ,O
Sentence: 644,تەمەن,NN,O
Sentence: 644,١٢,NN,O
Sentence: 644,ساڵە,NN,O
Sentence: 644,،,NN,O
Sentence: 644,تەندروستیی,JJ,O
Sentence: 644,یەکێک,NN,O
Sentence: 644,لە,NN,O
Sentence: 644,بریندارەکان,NNS,O
Sentence: 644,ناجێگیرە,NN,O
Sentence: 644,.,.,O
Sentence: 645,ئەو,NN,O
Sentence: 645,منداڵانەی,JJ,O
Sentence: 645,لە,NN,O
Sentence: 645,رووداوەکەدا,NN,O
Sentence: 645,گیانیان,NNS,O
Sentence: 645,لەدەستداوە,NN,O
Sentence: 645,،,NN,O
Sentence: 645,سیانیان,NNS,O
Sentence: 645,خوشک,NN,O
Sentence: 645,و,NN,O
Sentence: 645,بران,NNS,O
Sentence: 645,و,NN,O
Sentence: 645,تەمەنیان,NNS,O
Sentence: 645,لە,NN,O
Sentence: 645,نێوان,NNS,O
Sentence: 645,پێنج,NN,O
Sentence: 645,بۆ,NN,O
Sentence: 645,نۆ,NN,O
Sentence: 645,ساڵانە,NN,O
Sentence: 645,.,.,O
Sentence: 646,دووانەکەی,JJ,O
Sentence: 646,دیکەش,NN,O
Sentence: 646,ئامۆزایانن,NN,O
Sentence: 646,.,.,O
Sentence: 647,لێکۆڵینەوە,NN,O
Sentence: 647,لە,NN,O
Sentence: 647,رووداوەکە,NN,O
Sentence: 647,دەستیپێکردووە,NN,O
Sentence: 647,،,NN,O
Sentence: 647,هەوڵەکانیش,NN,O
Sentence: 647,بۆ,NN,O
Sentence: 647,دەستگیرکردنی,JJ,O
Sentence: 647,شۆفێری,JJ,O
Sentence: 647,ئۆتۆمبێلەکە,NN,O
Sentence: 647,بەردەوامن,NN,O
Sentence: 647,،,NN,O
Sentence: 647,کە,NN,O
Sentence: 647,دوای,JJ,O
Sentence: 647,رووداوەکە,NN,O
Sentence: 647,هەڵاتووە,NN,O
Sentence: 647,.,.,O
Sentence: 648,سەرۆکوەزیرانی,JJ,O
Sentence: 648,بەریتانیا,NN,B-LOC
Sentence: 648,لەبارەی,JJ,O
Sentence: 648,خۆپیشاندانەکانی,JJ,O
Sentence: 648,وڵاتەکەی,JJ,O
Sentence: 648,هۆشداریدایە,NN,O
Sentence: 648,راستڕۆکان,NNS,B-ORG
Sentence: 648,و,NN,O
Sentence: 648,گوتی,JJ,O
Sentence: 648,،,NN,O
Sentence: 648,پەشیمان,NNS,O
Sentence: 648,دەبنەوە,NN,O
Sentence: 648,و,NN,O
Sentence: 648,رووبەڕووی,JJ,O
Sentence: 648,بەرپرسیارێتیان,NNS,O
Sentence: 648,دەکەینەوە,NN,O
Sentence: 648,.,.,O
Sentence: 649,رۆژی,JJ,B-DATE
Sentence: 649,یەکشەممە,NN,I-DATE
Sentence: 649,٠٤,NN,I-DATE
Sentence: 649,٠٨,NN,I-DATE
Sentence: 649,٢٠٢٤,NN,I-DATE
Sentence: 649,،,NN,O
Sentence: 649,چەندین,NN,O
Sentence: 649,خۆپیشاندەری,JJ,O
Sentence: 649,راستڕۆی,JJ,O
Sentence: 649,بەریتانی,JJ,B-MISC
Sentence: 649,لەژێر,NN,O
Sentence: 649,درووشمی,JJ,O
Sentence: 649,ئیدی,JJ,O
Sentence: 649,بەسە,NN,O
Sentence: 649,لە,NN,O
Sentence: 649,شارۆچکەی,JJ,B-LOC
Sentence: 649,وەیمس,NN,I-LOC
Sentence: 649,لە,NN,O
Sentence: 649,باشووری,JJ,B-LOC
Sentence: 649,بەریتانیا,NN,I-LOC
Sentence: 649,خۆپیشاندانیان,NNS,O
Sentence: 649,کرد,NN,O
Sentence: 649,.,.,O
Sentence: 650,دوای,JJ,O
Sentence: 650,کەمێک,NN,O
Sentence: 650,لە,NN,O
Sentence: 650,دەستپێکردنی,JJ,O
Sentence: 650,خۆپێشاندانەکە,NN,O
Sentence: 650,،,NN,O
Sentence: 650,گرژی,JJ,O
Sentence: 650,لەنێوان,NNS,O
Sentence: 650,خۆپێشاندەران,NNS,O
Sentence: 650,و,NN,O
Sentence: 650,هێزەکانی,JJ,B-ORG
Sentence: 650,پۆلیس,NN,I-ORG
Sentence: 650,دروستبوو,NN,O
Sentence: 650,.,.,O
Sentence: 651,کیەر,NN,B-PER
Sentence: 651,ستامەر,NN,I-PER
Sentence: 651,،,NN,O
Sentence: 651,سەرۆکوەزیرانی,JJ,O
Sentence: 651,بەریتانیا,NN,B-LOC
Sentence: 651,رایگەیاند,NN,O
Sentence: 651,،,NN,O
Sentence: 651,ئەو,NN,O
Sentence: 651,راستڕۆ,NN,O
Sentence: 651,تووندڕۆیانەی,JJ,O
Sentence: 651,پشێوییان,NNS,O
Sentence: 651,ناوەتەوە,NN,O
Sentence: 651,،,NN,O
Sentence: 651,پەشیمان,NNS,O
Sentence: 651,دەبنەوە,NN,O
Sentence: 651,.,.,O
Sentence: 652,ستامەر,NN,O
Sentence: 652,پشێوییەکەی,JJ,O
Sentence: 652,بە,NN,O
Sentence: 652,خراپترینی,JJ,O
Sentence: 652,١٣,NN,O
Sentence: 652,ساڵی,JJ,O
Sentence: 652,رابردووی,JJ,O
Sentence: 652,بەریتانیا,NN,B-LOC
Sentence: 652,ناوبرد,NN,O
Sentence: 652,.,.,O
Sentence: 653,رۆژی,JJ,B-DATE
Sentence: 653,٢٩,NN,I-DATE
Sentence: 653,٠٧,NN,I-DATE
Sentence: 653,٢٠٢٤,NN,I-DATE
Sentence: 653,،,NN,O
Sentence: 653,گەنجێکی,JJ,O
Sentence: 653,تەمەن,NN,O
Sentence: 653,١٧,NN,O
Sentence: 653,ساڵ,NN,O
Sentence: 653,لە,NN,O
Sentence: 653,شاری,JJ,B-LOC
Sentence: 653,ساوسپۆرت,NN,I-LOC
Sentence: 653,لە,NN,O
Sentence: 653,بەریتانیا,NN,B-LOC
Sentence: 653,،,NN,O
Sentence: 653,هێرشی,JJ,O
Sentence: 653,کردە,NN,O
Sentence: 653,سەر,NN,O
Sentence: 653,ناوەندێکی,JJ,O
Sentence: 653,فێرکردنی,JJ,O
Sentence: 653,سەما,NN,O
Sentence: 653,و,NN,O
Sentence: 653,یۆگا,NN,O
Sentence: 653,.,.,O
Sentence: 654,کوڕەکە,NN,O
Sentence: 654,لە,NN,O
Sentence: 654,وەیڵز,NN,B-LOC
Sentence: 654,لەدایکبووە,NN,O
Sentence: 654,،,NN,O
Sentence: 654,بەڵام,NN,O
Sentence: 654,دایک,NN,O
Sentence: 654,و,NN,O
Sentence: 654,باوکی,JJ,O
Sentence: 654,رواندایین,NN,O
Sentence: 654,و,NN,O
Sentence: 654,لە,NN,O
Sentence: 654,هێرشەکەدا,NN,O
Sentence: 654,بە,NN,O
Sentence: 654,چەقۆ,NN,O
Sentence: 654,٣,NN,O
Sentence: 654,منداڵی,JJ,O
Sentence: 654,کوشت,NN,O
Sentence: 654,و,NN,O
Sentence: 654,١٠ـی,JJ,O
Sentence: 654,دیکەی,JJ,O
Sentence: 654,بریندارکرد,NN,O
Sentence: 654,.,.,O
Sentence: 655,ئەو,NN,O
Sentence: 655,رووداوە,NN,O
Sentence: 655,بووە,NN,O
Sentence: 655,هۆی,JJ,O
Sentence: 655,ئەوەی,JJ,O
Sentence: 655,راستڕۆ,NN,O
Sentence: 655,دژەکۆچبەرەکان,NNS,O
Sentence: 655,بڕژێنە,NN,O
Sentence: 655,سەر,NN,O
Sentence: 655,شەقام,NN,O
Sentence: 655,و,NN,O
Sentence: 655,لە,NN,O
Sentence: 655,چەندین,NN,O
Sentence: 655,شوێن,NN,O
Sentence: 655,دژایەتیی,JJ,O
Sentence: 655,خۆیان,NNS,O
Sentence: 655,بۆ,NN,O
Sentence: 655,کۆچبەران,NNS,O
Sentence: 655,دەربڕن,NN,O
Sentence: 655,.,.,O
Sentence: 656,کیەر,NN,O
Sentence: 656,ستامەر,NN,O
Sentence: 656,کە,NN,O
Sentence: 656,نزیکەی,JJ,O
Sentence: 656,مانگێکە,NN,O
Sentence: 656,ئەو,NN,O
Sentence: 656,پۆستەی,JJ,O
Sentence: 656,وەرگرتووە,NN,O
Sentence: 656,،,NN,O
Sentence: 656,رووی,JJ,O
Sentence: 656,قسەکانی,JJ,O
Sentence: 656,کردە,NN,O
Sentence: 656,تووندڕۆیەکان,NNS,O
Sentence: 656,و,NN,O
Sentence: 656,گوتی,JJ,O
Sentence: 656,،,NN,O
Sentence: 656,گەرەنتیتان,NNS,O
Sentence: 656,دەدەمێ,NN,O
Sentence: 656,لەو,NN,O
Sentence: 656,پشێوی,JJ,O
Sentence: 656,و,NN,O
Sentence: 656,هەرایەی,JJ,O
Sentence: 656,دروستتان,NNS,O
Sentence: 656,کردووە,NN,O
Sentence: 656,پەشیمان,NNS,O
Sentence: 656,دەبنەوە,NN,O
Sentence: 656,،,NN,O
Sentence: 656,ئینجا,NN,O
Sentence: 656,چ,NN,O
Sentence: 656,ئەوانەی,JJ,O
Sentence: 656,بە,NN,O
Sentence: 656,راستەوخۆ,NN,O
Sentence: 656,بەشداری,JJ,O
Sentence: 656,دەکەن,NN,O
Sentence: 656,یان,NNS,O
Sentence: 656,ئەوانەی,JJ,O
Sentence: 656,بە,NN,O
Sentence: 656,ئۆنلاین,NN,O
Sentence: 656,هانی,JJ,O
Sentence: 656,خۆپیشاندان,NNS,O
Sentence: 656,دەدەن,NN,O
Sentence: 656,و,NN,O
Sentence: 656,دواتر,NN,O
Sentence: 656,رادەکەن,NN,O
Sentence: 656,.,.,O
Sentence: 657,سەرۆکوەزیرانی,JJ,O
Sentence: 657,بەریتانیا,NN,B-LOC
Sentence: 657,گوتی,JJ,O
Sentence: 657,،,NN,O
Sentence: 657,هیچ,NN,O
Sentence: 657,رەوایەتییەک,NN,O
Sentence: 657,بۆ,NN,O
Sentence: 657,چەتەگەریی,JJ,O
Sentence: 657,راستڕۆ,NN,B-ORG
Sentence: 657,تووندڕۆکان,NNS,I-ORG
Sentence: 657,نییە,NN,O
Sentence: 657,.,.,O
Sentence: 658,بەڵێن,NN,O
Sentence: 658,دەدەین,NN,O
Sentence: 658,تاوانباران,NNS,O
Sentence: 658,رووبەڕووی,JJ,O
Sentence: 658,بەرپرسیاریێتی,JJ,O
Sentence: 658,دەکەینەوە,NN,O
Sentence: 658,.,.,O
Sentence: 659,هەر,NN,O
Sentence: 659,دوێنێ,NN,O
Sentence: 659,،,NN,O
Sentence: 659,چەندین,NN,O
Sentence: 659,دژەکۆچبەر,NN,O
Sentence: 659,بە,NN,O
Sentence: 659,ماسکەوە,NN,O
Sentence: 659,هێرشیان,NNS,O
Sentence: 659,کردە,NN,O
Sentence: 659,سەر,NN,O
Sentence: 659,هۆتێلێکی,JJ,O
Sentence: 659,تایبەت,NN,O
Sentence: 659,بە,NN,O
Sentence: 659,پەناخوازان,NNS,O
Sentence: 659,لە,NN,O
Sentence: 659,رۆتردام,NN,B-LOC
Sentence: 659,،,NN,O
Sentence: 659,باشووری,JJ,B-LOC
Sentence: 659,یۆرکشێر,NN,I-LOC
Sentence: 659,لە,NN,O
Sentence: 659,بەریتانیا,NN,B-LOC
Sentence: 659,.,.,O
Sentence: 660,فیدراسیۆنی,JJ,B-ORG
Sentence: 660,پایسکلسواری,JJ,I-ORG
Sentence: 660,عەرەب,NN,I-ORG
Sentence: 660,بەشێوەیەکی,JJ,O
Sentence: 660,فەرمی,JJ,O
Sentence: 660,مافی,JJ,O
Sentence: 660,میوانداریکردنی,JJ,O
Sentence: 660,پاڵەوانێتیی,JJ,O
Sentence: 660,پایسکلسواریی,JJ,O
Sentence: 660,وڵاتانی,JJ,O
Sentence: 660,عەرەبی,JJ,B-MISC
Sentence: 660,بەخشییە,NN,O
Sentence: 660,شاری,JJ,B-LOC
Sentence: 660,هەڵەبجەی,JJ,I-LOC
Sentence: 660,شەهید,NN,I-LOC
Sentence: 660,.,.,O
Sentence: 661,بڕیارە,NN,O
Sentence: 661,کێبرکێکانی,JJ,O
Sentence: 661,پایسکلسواریی,JJ,O
Sentence: 661,وڵاتانی,JJ,O
Sentence: 661,عەرەب,NN,O
Sentence: 661,بە,NN,O
Sentence: 661,بەشداری,JJ,O
Sentence: 661,٩,NN,O
Sentence: 661,وڵات,NN,O
Sentence: 661,لە,NN,O
Sentence: 661,مانگی,JJ,O
Sentence: 661,یازدەی,JJ,O
Sentence: 661,ئەمساڵ,NN,O
Sentence: 661,لە,NN,O
Sentence: 661,هەڵەبجەی,JJ,B-LOC
Sentence: 661,شەهید,NN,I-LOC
Sentence: 661,ئەنجام,NN,O
Sentence: 661,بدرێت,NN,O
Sentence: 661,،,NN,O
Sentence: 661,فیدراسیۆنی,JJ,B-ORG
Sentence: 661,پایسکلسواریی,JJ,I-ORG
Sentence: 661,عێراق,NN,I-ORG
Sentence: 661,ئامادەکارییەکانی,JJ,O
Sentence: 661,بۆ,NN,O
Sentence: 661,بەڕێوەچوونی,JJ,O
Sentence: 661,پاڵەوانێتییەکە,NN,O
Sentence: 661,بەشێوەیەکی,JJ,O
Sentence: 661,سەرکەوتوو,NN,O
Sentence: 661,دەستپێکردووە,NN,O
Sentence: 661,.,.,O
Sentence: 662,ساجد,NN,B-PER
Sentence: 662,لامی,JJ,I-PER
Sentence: 662,،,NN,O
Sentence: 662,بەرپرسی,JJ,O
Sentence: 662,نووسینگەی,JJ,O
Sentence: 662,راگەیاندنی,JJ,O
Sentence: 662,فیدراسیۆنی,JJ,B-ORG
Sentence: 662,پایسکلسواری,JJ,I-ORG
Sentence: 662,عێراق,NN,I-ORG
Sentence: 662,،,NN,O
Sentence: 662,لە,NN,O
Sentence: 662,لێدوانێکی,JJ,O
Sentence: 662,تایبەت,NN,O
Sentence: 662,بە,NN,O
Sentence: 662,تۆڕی,JJ,B-ORG
Sentence: 662,میدیایی,JJ,I-ORG
Sentence: 662,رووداو,NN,I-ORG
Sentence: 662,،,NN,O
Sentence: 662,رایگەیاند,NN,O
Sentence: 662,هەڵەبجە,NN,B-LOC
Sentence: 662,کەش,NN,O
Sentence: 662,و,NN,O
Sentence: 662,هەوایەکی,JJ,O
Sentence: 662,فێنک,NN,O
Sentence: 662,و,NN,O
Sentence: 662,خۆشی,JJ,O
Sentence: 662,هەیە,NN,O
Sentence: 662,و,NN,O
Sentence: 662,گونجاوە,NN,O
Sentence: 662,بۆ,NN,O
Sentence: 662,ئەنجامدانی,JJ,O
Sentence: 662,پاڵەوانێتیی,JJ,O
Sentence: 662,وڵاتانی,JJ,O
Sentence: 662,عەرەب,NN,O
Sentence: 662,،,NN,O
Sentence: 662,بیرمان,NNS,O
Sentence: 662,لەوەشکردەوە,NN,O
Sentence: 662,شەقامەکانی,JJ,O
Sentence: 662,کەمتر,NN,O
Sentence: 662,جەنجاڵن,NN,O
Sentence: 662,و,NN,O
Sentence: 662,دەتوانین,NN,O
Sentence: 662,بەشێوەیەکی,JJ,O
Sentence: 662,ئاسانتر,NN,O
Sentence: 662,کێبرکێکان,NNS,O
Sentence: 662,ئەنجام,NN,O
Sentence: 662,بدەین,NN,O
Sentence: 662,.,.,O
Sentence: 663,لە,NN,O
Sentence: 663,سنووری,JJ,O
Sentence: 663,پارێزگای,JJ,B-LOC
Sentence: 663,هەڵەبجەی,JJ,I-LOC
Sentence: 663,شەهید,NN,I-LOC
Sentence: 663,،,NN,O
Sentence: 663,سەیرانگەکانی,JJ,O
Sentence: 663,ئەحمەدئاوا,NN,B-LOC
Sentence: 663,و,NN,O
Sentence: 663,سەیرانگەکانی,JJ,O
Sentence: 663,ناوچەی,JJ,B-LOC
Sentence: 663,هەورامان,NNS,I-LOC
Sentence: 663,خۆشییەکی,JJ,O
Sentence: 663,زۆری,JJ,O
Sentence: 663,بۆ,NN,O
Sentence: 663,گەشتیاران,NNS,O
Sentence: 663,و,NN,O
Sentence: 663,ئەو,NN,O
Sentence: 663,کەسانە,NN,O
Sentence: 663,دروستکردووە,NN,O
Sentence: 663,کە,NN,O
Sentence: 663,سەردانی,JJ,O
Sentence: 663,دەکەن,NN,O
Sentence: 663,،,NN,O
Sentence: 663,ئەمەش,NN,O
Sentence: 663,هۆکارێکی,JJ,O
Sentence: 663,دیکەی,JJ,O
Sentence: 663,پێدانی,JJ,O
Sentence: 663,مافی,JJ,O
Sentence: 663,میوانداریکردنی,JJ,O
Sentence: 663,پاڵەوانێتییەکە,NN,O
Sentence: 663,بوو,NN,O
Sentence: 663,.,.,O
Sentence: 664,لامی,JJ,B-PER
Sentence: 664,زیاتر,NN,O
Sentence: 664,روونیکردەوە,NN,O
Sentence: 664,بێگومان,NNS,O
Sentence: 664,میوانانی,JJ,O
Sentence: 664,عێراق,NN,B-LOC
